@RELATION trainedClassifier/svmNoLapelModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {speech,non-speech}

@DATA
0.079662,0.002113,3.051607,0.188740,0.196118,0.774870,0.012141,0.113430,-29.060480,0.397138,1.171634,0.415423,-0.770099,0.165883,0.297021,0.100594,-0.341243,-0.248536,0.124713,0.070936,-0.031957,0.005040,0.001290,0.015511,0.004114,0.072096,0.004211,0.048806,0.000692,0.002006,0.003585,0.004960,0.001614,0.027847,0.059686,0.004061,0.290277,0.032895,0.031983,0.530617,0.013907,0.091329,1.686744,0.872692,0.267496,0.245648,0.207720,0.240397,0.206427,0.158545,0.244548,0.200126,0.158988,0.140827,0.120665,0.006506,0.001353,0.017385,0.003496,0.058733,0.004708,0.065103,0.000580,0.002299,0.003047,0.004676,0.001772,0.018042,non-speech
0.034362,0.035930,2.987381,0.144628,0.196757,0.295760,0.033833,0.044616,-26.356865,1.376383,0.810486,0.467610,-0.491321,0.173123,0.124968,0.013056,-0.044325,0.001882,0.109960,0.151464,0.021666,0.000984,0.000407,0.017903,0.001071,0.103174,0.001032,0.091128,0.000255,0.003227,0.001589,0.004445,0.000854,0.044641,0.038716,0.042567,0.203566,0.037473,0.020116,0.331097,0.038163,0.059737,1.139154,0.523577,0.379097,0.235457,0.406879,0.197215,0.197446,0.176155,0.183960,0.138820,0.165524,0.160254,0.148747,0.000803,0.000460,0.019599,0.001280,0.050759,0.001280,0.101679,0.000231,0.006512,0.001714,0.005042,0.001172,0.017683,non-speech
0.083848,0.003891,3.085719,0.192445,0.207927,0.758274,0.005057,0.117468,-26.711844,0.830474,1.069990,0.378860,-0.904097,0.133385,0.217224,0.059917,-0.282955,-0.120817,0.144795,0.146276,-0.035147,0.007653,0.002088,0.014513,0.005670,0.063541,0.005343,0.043820,0.001427,0.003679,0.006009,0.010879,0.002515,0.022874,0.029623,0.006393,0.303364,0.026231,0.026471,0.344006,0.004724,0.068850,1.230882,0.665577,0.392476,0.223825,0.265813,0.231231,0.202481,0.144720,0.181553,0.166381,0.162192,0.141002,0.125218,0.006568,0.002194,0.010303,0.005641,0.044304,0.004828,0.045826,0.001774,0.002391,0.005075,0.008307,0.002096,0.012797,non-speech
0.027598,0.058835,3.013046,0.146541,0.205895,0.201517,0.032522,0.025703,-24.935354,1.498192,0.865749,0.533945,-0.484692,0.130299,0.172070,-0.012297,-0.149756,-0.046040,0.050778,0.086065,0.030271,0.005721,0.000717,0.020266,0.003787,0.105220,0.002874,0.089888,0.000356,0.001436,0.003012,0.005708,0.000878,0.044192,0.025460,0.065677,0.208916,0.027497,0.013205,0.210446,0.037640,0.039807,0.842731,0.329827,0.310230,0.193162,0.352045,0.187457,0.186220,0.162557,0.202269,0.157010,0.146196,0.123510,0.148104,0.009599,0.001216,0.019250,0.006283,0.049141,0.003867,0.092424,0.000474,0.001920,0.003282,0.005438,0.001303,0.015801,non-speech
0.074025,0.002575,3.137591,0.190429,0.214241,0.639392,0.006420,0.091606,-29.810826,0.871171,0.935401,0.372298,-0.768557,0.146698,0.239466,0.003364,-0.212403,-0.110458,0.177368,0.123011,-0.093391,0.004241,0.002075,0.016741,0.004265,0.075530,0.004750,0.056556,0.001374,0.002776,0.005098,0.009214,0.002186,0.029103,0.035006,0.006509,0.153568,0.019475,0.019656,0.356312,0.006022,0.058543,1.415780,0.465608,0.331696,0.237270,0.257677,0.215906,0.136464,0.191024,0.159625,0.131977,0.188466,0.159368,0.151990,0.003132,0.002226,0.013844,0.004484,0.046767,0.003930,0.051960,0.001899,0.002679,0.004928,0.008646,0.001890,0.010407,non-speech
0.101807,0.001668,3.124526,0.196522,0.195116,0.824427,0.005955,0.142332,-29.068047,0.802583,0.983634,0.276225,-0.928699,0.135423,0.210574,-0.089976,-0.231682,-0.054540,0.117207,0.191050,-0.029151,0.003990,0.001108,0.013586,0.005276,0.061252,0.004376,0.043825,0.001687,0.004948,0.008359,0.007659,0.002883,0.022831,0.055382,0.003325,0.191556,0.037759,0.024586,0.473347,0.006273,0.102037,1.246470,0.517617,0.346288,0.318383,0.292287,0.243940,0.183418,0.178627,0.184810,0.207688,0.207459,0.157228,0.187040,0.002517,0.000865,0.010726,0.005695,0.046939,0.003703,0.037304,0.002886,0.005610,0.008093,0.005599,0.003577,0.011803,non-speech
0.072830,0.012112,3.209218,0.142965,0.166471,0.645766,0.003666,0.108000,-23.720208,1.225063,0.465117,-0.285401,-1.243407,0.018254,0.229688,-0.093050,-0.450347,-0.141846,0.040261,0.075824,-0.155515,0.011241,0.005596,0.015750,0.017058,0.027480,0.015537,0.018128,0.003698,0.008926,0.013273,0.013870,0.009096,0.012912,0.015448,0.004761,0.066610,0.018328,0.014753,0.196237,0.001182,0.024763,0.544200,0.301653,0.321538,0.215323,0.259019,0.210086,0.214108,0.189112,0.198736,0.174223,0.183511,0.176540,0.168009,0.008820,0.005158,0.012461,0.013089,0.018707,0.011878,0.011875,0.003932,0.008040,0.011074,0.011206,0.009443,0.005095,non-speech
0.047396,0.012522,3.108181,0.183337,0.219054,0.370008,0.011869,0.047958,-25.679740,1.595597,1.117134,0.349349,-0.644455,0.075022,0.097574,0.046200,-0.299915,-0.139250,0.077343,0.119930,-0.014618,0.006964,0.000914,0.020778,0.005904,0.097508,0.007269,0.067576,0.000440,0.002732,0.007091,0.007905,0.001870,0.036557,0.028251,0.010677,0.131683,0.036247,0.014124,0.256301,0.011316,0.059828,0.670644,0.243637,0.263856,0.177162,0.220481,0.167543,0.175539,0.181219,0.197358,0.153785,0.136799,0.139773,0.145524,0.008251,0.001092,0.016553,0.006932,0.045576,0.008716,0.063653,0.000477,0.002895,0.008264,0.006567,0.002309,0.010781,non-speech
0.071351,0.003169,3.120388,0.201522,0.218751,0.651889,0.006559,0.107266,-26.994397,1.392787,1.157572,0.311638,-0.690957,0.043058,0.243509,0.062860,-0.339207,-0.151368,0.092423,0.081598,-0.030390,0.007247,0.001448,0.022402,0.007933,0.079705,0.006741,0.057409,0.000827,0.003760,0.007642,0.010335,0.002584,0.029681,0.030168,0.002171,0.157263,0.032552,0.012434,0.393786,0.006301,0.102290,0.499121,0.278985,0.250282,0.181414,0.225246,0.165841,0.185351,0.166977,0.175956,0.151935,0.168060,0.137631,0.150473,0.006598,0.001354,0.016161,0.008901,0.041649,0.007042,0.052113,0.000719,0.003799,0.007796,0.008177,0.002721,0.011079,non-speech
0.053721,0.016193,3.116647,0.167577,0.206743,0.426116,0.008776,0.061910,-25.002219,1.327877,1.043777,0.472364,-0.746394,0.076267,0.244403,-0.006253,-0.312519,-0.157232,0.190718,0.116528,-0.012683,0.008592,0.001134,0.020792,0.005099,0.079405,0.007585,0.063151,0.000915,0.003440,0.007848,0.011059,0.002100,0.031239,0.025537,0.024338,0.106271,0.014058,0.015290,0.227842,0.008722,0.050438,0.860977,0.409559,0.269068,0.219889,0.264932,0.162711,0.155656,0.168775,0.172519,0.178275,0.148342,0.158306,0.131136,0.007919,0.000922,0.015180,0.004195,0.049313,0.008146,0.059083,0.000927,0.003892,0.009925,0.009778,0.002437,0.013869,non-speech
0.065971,0.013441,3.149310,0.199349,0.232523,0.542100,0.008528,0.079877,-24.944301,1.320440,1.091136,0.438353,-0.728628,0.008066,0.159749,-0.038311,-0.302647,-0.186321,0.087662,0.101521,-0.013098,0.009643,0.001414,0.019252,0.007734,0.083626,0.007459,0.050899,0.000708,0.005019,0.006961,0.011406,0.002702,0.030068,0.038282,0.012812,0.090139,0.021779,0.007716,0.370461,0.009608,0.080872,0.597988,0.451455,0.208885,0.143295,0.189957,0.160423,0.190886,0.135514,0.203441,0.117340,0.162443,0.139278,0.137696,0.013888,0.001586,0.016478,0.008291,0.049589,0.008155,0.051576,0.000668,0.006201,0.006534,0.010573,0.003537,0.011871,non-speech
0.050210,0.016686,3.105269,0.169824,0.207544,0.414765,0.017280,0.060821,-26.662420,1.427174,1.140912,0.332951,-0.651667,0.099569,0.154832,0.005726,-0.276062,-0.084263,0.120767,0.078047,-0.010731,0.005761,0.001063,0.019505,0.005652,0.094490,0.004462,0.065686,0.000668,0.002658,0.005469,0.008585,0.001370,0.036070,0.036675,0.024758,0.157028,0.027427,0.013362,0.316097,0.019372,0.069967,0.710446,0.344856,0.369355,0.171441,0.237941,0.157745,0.190623,0.160233,0.176123,0.143250,0.155343,0.127848,0.126640,0.007532,0.001152,0.016950,0.006329,0.048688,0.005130,0.068022,0.000855,0.002850,0.006215,0.007504,0.001466,0.011985,non-speech
0.041447,0.018807,3.096590,0.160036,0.201937,0.345260,0.018726,0.045901,-25.780377,1.320456,1.075765,0.331731,-0.693167,0.048739,0.170638,0.039599,-0.277962,-0.068480,0.111732,0.116319,-0.033725,0.003493,0.001002,0.017680,0.003613,0.106376,0.003686,0.063921,0.000564,0.002283,0.004616,0.006525,0.001197,0.038274,0.028438,0.025847,0.173566,0.024285,0.013834,0.254537,0.029693,0.057795,0.692060,0.273413,0.301964,0.194892,0.250886,0.170181,0.197156,0.155050,0.187050,0.132665,0.122033,0.120325,0.151445,0.003225,0.001016,0.017212,0.004956,0.044888,0.003730,0.068053,0.000583,0.002419,0.007218,0.006493,0.001060,0.010421,non-speech
0.066974,0.015517,3.156903,0.171027,0.215492,0.543944,0.010516,0.093305,-25.096954,1.710880,0.752910,0.000962,-1.072789,-0.118752,0.203809,-0.011242,-0.290032,-0.124393,0.041211,0.025033,-0.145275,0.019879,0.006040,0.018533,0.017309,0.041055,0.014500,0.022737,0.002076,0.008749,0.013906,0.019997,0.009317,0.021548,0.026591,0.013735,0.107574,0.027667,0.017635,0.274647,0.010688,0.059279,0.780871,0.371861,0.388828,0.271093,0.306456,0.238239,0.247542,0.208536,0.225283,0.203579,0.202507,0.191038,0.178507,0.017718,0.007483,0.015144,0.017262,0.027078,0.014642,0.021638,0.002826,0.009527,0.012653,0.018243,0.010915,0.009057,non-speech
0.064701,0.027806,3.098024,0.178821,0.214870,0.552407,0.024671,0.075272,-27.315920,1.386127,1.026965,0.205028,-0.639468,0.132755,0.342845,0.049811,-0.282670,-0.146718,0.194793,0.137503,0.034032,0.004608,0.001042,0.019415,0.005114,0.087271,0.005226,0.077431,0.000721,0.002344,0.004415,0.008287,0.001231,0.036309,0.027265,0.039281,0.137848,0.020442,0.010366,0.259234,0.027682,0.044391,0.826031,0.251059,0.240229,0.151289,0.264060,0.139096,0.170579,0.122137,0.156567,0.130886,0.133973,0.143892,0.119653,0.003850,0.000922,0.015317,0.005605,0.045565,0.005020,0.072016,0.000569,0.002206,0.003964,0.006726,0.001109,0.012449,non-speech
0.045202,0.002544,3.011775,0.174858,0.210543,0.410270,0.017570,0.062069,-29.445401,1.284763,0.925234,0.408033,-0.488538,0.195607,0.271072,0.022223,-0.109497,-0.126034,0.032438,0.198534,0.077427,0.002084,0.000506,0.017426,0.001763,0.106595,0.001577,0.071837,0.000463,0.001166,0.002604,0.003885,0.001859,0.040245,0.042565,0.003551,0.225067,0.046475,0.017623,0.400967,0.022737,0.086333,0.851221,0.420211,0.298179,0.148365,0.286072,0.162048,0.201481,0.156105,0.251000,0.168616,0.178981,0.122228,0.126090,0.002423,0.000693,0.018426,0.002451,0.048374,0.002117,0.076258,0.000941,0.001394,0.003014,0.003321,0.003129,0.012283,non-speech
0.063498,0.062406,3.079282,0.208173,0.231798,0.470106,0.011089,0.064065,-23.594569,1.481953,0.994729,0.274049,-0.594862,0.135320,0.312161,0.098319,-0.281257,-0.136545,0.133255,0.187503,0.096852,0.004549,0.000813,0.019895,0.002760,0.099205,0.002962,0.074335,0.000452,0.002215,0.006327,0.008110,0.001152,0.038159,0.040320,0.060664,0.166746,0.032579,0.009086,0.348029,0.012390,0.085226,0.461512,0.192678,0.283493,0.157746,0.261137,0.151779,0.176255,0.133415,0.195153,0.166086,0.153616,0.173940,0.143827,0.005962,0.000925,0.017642,0.002930,0.045004,0.003184,0.071515,0.000395,0.002339,0.007766,0.006709,0.001229,0.012312,non-speech
0.066903,0.028721,3.182060,0.138931,0.162756,0.595235,0.003785,0.105616,-22.551461,1.514557,0.509796,-0.522772,-1.262775,-0.187592,0.107111,-0.212369,-0.391755,-0.328948,-0.009058,-0.009528,-0.239301,0.017218,0.010848,0.019863,0.019960,0.024515,0.020167,0.017008,0.003633,0.012404,0.013330,0.013342,0.008700,0.013984,0.014097,0.008360,0.073317,0.016947,0.014747,0.156971,0.001088,0.031286,0.417063,0.261724,0.278814,0.227552,0.225623,0.220536,0.202415,0.198048,0.209042,0.191613,0.193399,0.184227,0.188547,0.013120,0.011753,0.012954,0.014431,0.018020,0.016718,0.012304,0.003763,0.010896,0.011954,0.010075,0.008336,0.004909,non-speech
0.058498,0.039562,3.136810,0.136286,0.168767,0.471330,0.005142,0.074419,-22.583759,1.868348,0.705104,-0.504755,-1.209856,-0.104962,0.143645,-0.129730,-0.379759,-0.227232,-0.003866,-0.064304,-0.201829,0.021212,0.011211,0.022046,0.020376,0.023324,0.017938,0.016880,0.002601,0.009745,0.019881,0.018713,0.009684,0.015919,0.018649,0.017595,0.113983,0.023169,0.018569,0.199989,0.002582,0.036474,0.608988,0.435398,0.320892,0.273074,0.299941,0.237510,0.234706,0.203785,0.204482,0.192225,0.200236,0.206017,0.188793,0.021001,0.012828,0.017673,0.018822,0.016062,0.016427,0.011889,0.003106,0.009026,0.015933,0.016354,0.012053,0.006505,non-speech
0.046538,0.011197,3.007257,0.163486,0.204724,0.387933,0.025995,0.055019,-28.968358,1.700087,1.212197,0.287601,-0.479891,0.099313,0.161463,0.040115,-0.194136,-0.092527,0.048221,0.018820,-0.038922,0.005780,0.001375,0.021248,0.005908,0.095025,0.004628,0.071640,0.000385,0.002505,0.007536,0.009996,0.001423,0.037669,0.042190,0.017728,0.268235,0.048832,0.022172,0.364495,0.030615,0.082595,1.704657,0.541870,0.447851,0.241446,0.344527,0.208774,0.212368,0.168653,0.218600,0.183875,0.122088,0.159700,0.150053,0.006529,0.002470,0.019365,0.006887,0.046906,0.005847,0.074432,0.000491,0.004353,0.009172,0.009934,0.001873,0.013613,non-speech
0.025336,0.008476,2.763118,0.133701,0.193851,0.226417,0.024659,0.030526,-28.048566,1.993675,1.263768,0.444814,-0.295004,0.234433,0.073384,0.066884,-0.099420,-0.069578,0.041627,0.050373,-0.009078,0.009303,0.000617,0.027256,0.007347,0.090107,0.004883,0.080045,0.000294,0.002050,0.007023,0.016486,0.000800,0.037551,0.024184,0.010130,0.433614,0.038983,0.031331,0.244004,0.021822,0.043885,2.030685,0.670149,0.552393,0.244994,0.359064,0.199451,0.207709,0.195721,0.180427,0.170847,0.148132,0.144584,0.132919,0.011373,0.000778,0.020868,0.008648,0.046486,0.006479,0.074116,0.000383,0.002415,0.007732,0.017801,0.000954,0.014322,non-speech
0.029957,0.080852,2.995525,0.188401,0.260942,0.165143,0.009867,0.010640,-24.251620,2.390332,0.972459,0.124921,-0.440818,0.009625,0.098625,0.046684,-0.210558,-0.131612,0.012211,0.088600,0.052651,0.005007,0.000677,0.022970,0.006245,0.094146,0.006551,0.120929,0.000156,0.002015,0.003821,0.008277,0.001310,0.046974,0.019120,0.067206,0.173815,0.028319,0.010546,0.129671,0.013473,0.011210,0.623990,0.189979,0.367365,0.182933,0.292051,0.152988,0.200553,0.177265,0.200806,0.181917,0.140150,0.154458,0.127865,0.004885,0.000757,0.018870,0.010564,0.045605,0.007963,0.105211,0.000179,0.003200,0.004286,0.007317,0.002046,0.021095,non-speech
0.046083,0.039384,3.029415,0.186673,0.250543,0.306002,0.007766,0.033424,-24.087328,2.219640,1.022260,0.093991,-0.578319,0.024910,0.187022,0.000058,-0.205615,-0.139102,0.084422,0.116444,0.041554,0.007089,0.001403,0.022061,0.004606,0.079125,0.011434,0.104991,0.000529,0.003897,0.007534,0.012101,0.002070,0.038021,0.026459,0.027319,0.151632,0.024395,0.014045,0.274419,0.006691,0.038556,0.515691,0.382770,0.303187,0.220438,0.284134,0.179080,0.210874,0.166403,0.175719,0.143564,0.130325,0.118627,0.150358,0.006828,0.001410,0.015325,0.004122,0.040389,0.012946,0.068837,0.000836,0.004909,0.008389,0.009437,0.003231,0.013171,non-speech
0.048917,0.025251,3.124574,0.144473,0.197668,0.379092,0.005362,0.057486,-23.612229,2.015550,0.985632,0.348791,-0.658117,-0.227467,0.084981,0.096122,-0.255423,-0.194253,0.118015,0.070442,-0.147407,0.016520,0.003510,0.023242,0.020996,0.058446,0.012263,0.050389,0.000902,0.010499,0.013749,0.017734,0.005260,0.023315,0.017307,0.016195,0.091187,0.021264,0.021905,0.214972,0.002885,0.042236,1.140837,0.432241,0.303821,0.194824,0.229320,0.213346,0.207069,0.186763,0.164055,0.176951,0.150394,0.145255,0.143347,0.010318,0.004963,0.014391,0.017651,0.029326,0.010603,0.030051,0.000786,0.011566,0.009979,0.013299,0.004844,0.006522,non-speech
0.070092,0.008915,3.084873,0.229839,0.264422,0.540832,0.008811,0.074304,-26.385605,2.117020,1.109768,0.060571,-0.509300,-0.023683,0.155761,0.003063,-0.222587,-0.143289,0.063755,0.088609,0.013548,0.009354,0.001710,0.022469,0.009153,0.068286,0.013630,0.098805,0.000360,0.004562,0.009578,0.013638,0.001796,0.036772,0.035969,0.010136,0.147549,0.032092,0.015495,0.364757,0.010839,0.083743,0.708785,0.265980,0.285008,0.184261,0.291298,0.180309,0.186936,0.131955,0.185169,0.165264,0.176110,0.162358,0.127525,0.009062,0.002083,0.015656,0.010543,0.043745,0.017596,0.083348,0.000292,0.005342,0.009615,0.012973,0.001570,0.017890,non-speech
0.048627,0.051063,3.102619,0.207539,0.263661,0.322897,0.012014,0.030535,-23.790859,2.153365,1.119246,0.122672,-0.581587,0.048315,0.145486,0.155090,-0.264085,-0.074919,0.099106,0.140047,0.053766,0.007926,0.000970,0.020940,0.004595,0.086546,0.009923,0.100698,0.000334,0.001807,0.005945,0.011708,0.001407,0.041776,0.027004,0.035297,0.107360,0.026735,0.016407,0.191879,0.012394,0.027146,0.388311,0.234409,0.271370,0.137880,0.232807,0.144747,0.166668,0.161602,0.189294,0.153396,0.142336,0.117074,0.124992,0.009553,0.000894,0.017468,0.004938,0.049673,0.011863,0.087671,0.000385,0.001955,0.005488,0.011775,0.001339,0.015601,non-speech
0.079509,0.018632,3.188422,0.171015,0.196019,0.804251,0.013139,0.111407,-25.888148,0.437181,0.834862,0.221158,-1.016870,0.222966,0.312062,0.047839,-0.248051,-0.055737,0.073876,0.102478,-0.084097,0.003973,0.002572,0.011739,0.004410,0.064421,0.003799,0.034883,0.001675,0.003074,0.004357,0.005570,0.003003,0.022944,0.023054,0.020492,0.107503,0.016137,0.009642,0.237137,0.015850,0.035824,0.483028,0.309734,0.250119,0.190412,0.276579,0.185878,0.178865,0.169795,0.179784,0.153078,0.144959,0.137911,0.153928,0.002966,0.002144,0.011466,0.003479,0.037286,0.002832,0.046597,0.001554,0.002286,0.003407,0.004123,0.002668,0.010739,non-speech
0.057718,0.014552,3.145531,0.148244,0.183729,0.445108,0.004783,0.066057,-24.094413,2.168495,0.752255,-0.417250,-1.194378,-0.091502,0.148430,-0.066207,-0.320143,-0.159266,-0.004401,0.016945,-0.134140,0.018058,0.009856,0.021776,0.022633,0.026370,0.020639,0.023360,0.001802,0.013775,0.017482,0.018848,0.011645,0.017099,0.016189,0.005979,0.084440,0.019580,0.013102,0.183660,0.001718,0.039711,0.591620,0.291929,0.340201,0.214345,0.257437,0.214069,0.223362,0.198242,0.203547,0.193913,0.189708,0.178642,0.186777,0.015199,0.010878,0.016586,0.019072,0.018671,0.018617,0.016457,0.002061,0.012995,0.015060,0.016341,0.012234,0.005942,non-speech
0.063970,0.014061,3.162966,0.145408,0.174669,0.538689,0.004947,0.091105,-24.057966,1.683401,0.587448,-0.473140,-1.227975,-0.204827,-0.023422,-0.156960,-0.356712,-0.270066,0.001110,0.005534,-0.162447,0.016341,0.009045,0.021774,0.022080,0.026487,0.020864,0.020593,0.002386,0.013587,0.013296,0.014511,0.011762,0.017472,0.018434,0.006163,0.085705,0.020903,0.015952,0.207998,0.002217,0.041201,0.564102,0.339126,0.339245,0.279663,0.261217,0.237380,0.245007,0.220552,0.229382,0.217021,0.212573,0.204349,0.199591,0.014363,0.010058,0.016678,0.018425,0.020019,0.019888,0.016445,0.003049,0.014299,0.013337,0.014057,0.013767,0.006608,non-speech
0.031193,0.004706,3.023015,0.158762,0.208325,0.253240,0.032767,0.031103,-28.444330,0.916029,1.114425,0.608786,-0.616426,0.266654,0.116747,0.047896,-0.112943,-0.024692,0.087614,0.071084,-0.005876,0.002470,0.000545,0.019515,0.002061,0.103279,0.001647,0.083192,0.000367,0.000977,0.003276,0.005604,0.001233,0.043158,0.027135,0.004856,0.234517,0.024164,0.027626,0.230946,0.035673,0.040690,1.225291,0.912202,0.344360,0.271763,0.364201,0.191167,0.186040,0.155291,0.195069,0.158867,0.131918,0.122644,0.122232,0.002763,0.000676,0.021978,0.002975,0.052398,0.001886,0.100266,0.000452,0.000994,0.004944,0.004746,0.002191,0.018776,non-speech
0.075015,0.004550,3.053558,0.185327,0.199645,0.779409,0.007722,0.108243,-27.245872,0.249865,1.153166,0.345938,-0.606492,-0.015821,0.213957,0.141238,-0.322483,0.012674,0.093289,0.137608,-0.047198,0.003059,0.001308,0.012437,0.002791,0.078829,0.003507,0.051983,0.001580,0.002856,0.002530,0.004348,0.001320,0.028903,0.037828,0.004008,0.238014,0.027114,0.019683,0.423074,0.007696,0.074562,1.133310,0.567449,0.279723,0.198629,0.247953,0.222185,0.199954,0.182374,0.205041,0.190448,0.143721,0.159957,0.165461,0.002903,0.001122,0.012423,0.002343,0.050550,0.003931,0.058024,0.002296,0.002782,0.002129,0.003766,0.001206,0.016346,non-speech
0.064576,0.021981,3.193749,0.129573,0.159787,0.582117,0.003799,0.103902,-23.207185,1.289644,0.559539,-0.258216,-1.189654,-0.001943,0.254002,-0.127946,-0.482756,-0.203826,0.057983,0.101658,-0.163924,0.012916,0.006075,0.013474,0.012632,0.021020,0.020875,0.024763,0.003228,0.009616,0.017400,0.014369,0.005938,0.013685,0.016204,0.012061,0.061336,0.013857,0.011500,0.203548,0.001103,0.030612,0.788502,0.302978,0.351392,0.253774,0.263137,0.211744,0.198104,0.194928,0.197481,0.193280,0.170670,0.175278,0.173623,0.009523,0.010503,0.011580,0.010685,0.016126,0.016746,0.022618,0.002474,0.006314,0.016439,0.013749,0.004717,0.005854,non-speech
0.089746,0.045182,3.223756,0.136210,0.161574,0.560738,0.005096,0.172777,-22.585633,0.792592,0.251347,-0.372499,-1.578201,-0.133435,0.024854,0.154577,-0.051915,-0.081185,0.208024,0.158001,-0.221254,0.008078,0.004414,0.008455,0.006910,0.026096,0.004525,0.013307,0.001659,0.003204,0.011166,0.027649,0.042157,0.019415,0.080222,0.027682,0.088188,0.041246,0.031838,0.310564,0.002919,0.164178,0.713224,0.330153,0.262258,0.269502,0.200017,0.189975,0.245449,0.208647,0.277766,0.226035,0.209937,0.159872,0.182895,0.005718,0.005074,0.006999,0.005477,0.025153,0.004039,0.014743,0.001670,0.003575,0.012912,0.027809,0.045057,0.009359,non-speech
0.089270,0.028925,3.186073,0.153267,0.162946,0.880643,0.003363,0.138022,-23.135671,0.403497,0.765076,-0.127676,-1.274856,-0.085560,0.000015,-0.091053,-0.342978,-0.160989,0.114038,-0.024930,-0.127279,0.009886,0.006773,0.012069,0.012005,0.021103,0.009997,0.014794,0.003473,0.006174,0.014948,0.008489,0.006973,0.010875,0.030430,0.021231,0.130047,0.029082,0.014811,0.382730,0.001382,0.055834,1.192976,0.782264,0.446014,0.312633,0.254635,0.237929,0.289766,0.213638,0.218782,0.169208,0.244534,0.195638,0.163823,0.007723,0.005183,0.009950,0.010707,0.017955,0.012368,0.013456,0.003601,0.006886,0.017778,0.007046,0.010154,0.006951,non-speech
0.064723,0.049192,3.165059,0.148669,0.175129,0.538151,0.009226,0.089859,-22.867800,1.173901,0.845995,-0.063518,-1.187698,0.015422,0.112292,-0.079888,-0.135243,-0.113649,0.068649,0.142800,-0.065123,0.010516,0.007700,0.015420,0.007718,0.049716,0.009385,0.031909,0.001432,0.012004,0.010976,0.013387,0.007044,0.021874,0.025392,0.047074,0.091739,0.030074,0.021162,0.272207,0.011294,0.046831,0.753707,0.436875,0.363376,0.229802,0.295490,0.269297,0.221684,0.313364,0.286553,0.183535,0.232816,0.229531,0.193177,0.011195,0.009298,0.015898,0.007814,0.044797,0.011489,0.044517,0.001858,0.015868,0.014314,0.013406,0.008636,0.012728,non-speech
